scheme_name,trans_date,amount,units,unit_price,latest_nav,latest_nav_date,gf_nav,new_purch_nav,ltcg,stcg,cumil_ltcg,cumil_units,current_amt,perc_gain
Franklin India Flexi Cap Fund-Direct-Growth,10-Aug-2016,15000.0,30.383,493.7025,903.5355,17-Jun-2021,637.612,637.612,8079.55,0.0,85693.32,322.25,27452.12,83.01
Franklin India Flexi Cap Fund-Direct-Growth,12-Sep-2016,15000.0,29.789,503.5485,903.5355,17-Jun-2021,637.612,637.612,7921.6,0.0,93614.91,352.04,26915.42,79.44
Franklin India Flexi Cap Fund-Direct-Growth,10-Oct-2016,15000.0,29.346,511.1514,903.5355,17-Jun-2021,637.612,637.612,7803.79,0.0,101418.7,381.38,26515.15,76.77
Franklin India Flexi Cap Fund-Direct-Growth,10-Nov-2016,15000.0,29.879,502.0299,903.5355,17-Jun-2021,637.612,637.612,7945.53,0.0,109364.23,411.26,26996.74,79.98
Franklin India Flexi Cap Fund-Direct-Growth,15-Nov-2016,15000.0,31.536,475.6399,903.5355,17-Jun-2021,637.612,637.612,8386.16,0.0,117750.39,442.8,28493.9,89.96
Franklin India Flexi Cap Fund-Direct-Growth,10-Jan-2017,15000.0,31.095,482.394,903.5355,17-Jun-2021,637.612,637.612,8268.89,0.0,126019.29,473.89,28095.44,87.3
Franklin India Flexi Cap Fund-Direct-Growth,10-Feb-2017,15000.0,28.976,517.6733,903.5355,17-Jun-2021,637.612,637.612,7705.4,0.0,133724.68,502.87,26180.84,74.54
Franklin India Flexi Cap Fund-Direct-Growth,10-Mar-2017,15000.0,28.569,525.0378,903.5355,17-Jun-2021,637.612,637.612,7597.17,0.0,141321.85,531.44,25813.11,72.09
Franklin India Flexi Cap Fund-Direct-Growth,10-Apr-2017,15000.0,27.72,541.1186,903.5355,17-Jun-2021,637.612,637.612,7371.4,0.0,148693.25,559.16,25046.0,66.97
Franklin India Flexi Cap Fund-Direct-Growth,10-May-2017,15000.0,26.943,556.721,903.5355,17-Jun-2021,637.612,637.612,7164.78,0.0,155858.03,586.1,24343.96,62.29
Franklin India Flexi Cap Fund-Direct-Growth,12-Jun-2017,15000.0,26.763,560.4669,903.5355,17-Jun-2021,637.612,637.612,7116.91,0.0,162974.94,612.86,24181.32,61.21
Franklin India Flexi Cap Fund-Direct-Growth,10-Jul-2017,15000.0,26.345,569.3708,903.5355,17-Jun-2021,637.612,637.612,7005.75,0.0,169980.69,639.21,23803.64,58.69
Franklin India Flexi Cap Fund-Direct-Growth,10-Aug-2017,15000.0,26.239,571.6623,903.5355,17-Jun-2021,637.612,637.612,6977.57,0.0,176958.26,665.45,23707.87,58.05
Franklin India Flexi Cap Fund-Direct-Growth,11-Sep-2017,15000.0,25.668,584.3949,903.5355,17-Jun-2021,637.612,637.612,6825.72,0.0,183783.99,691.12,23191.95,54.61
Franklin India Flexi Cap Fund-Direct-Growth,10-Oct-2017,15000.0,25.661,584.5481,903.5355,17-Jun-2021,637.612,637.612,6823.86,0.0,190607.85,716.78,23185.62,54.57
Franklin India Flexi Cap Fund-Direct-Growth,10-Nov-2017,15000.0,24.746,606.1635,903.5355,17-Jun-2021,637.612,637.612,6580.54,0.0,197188.39,741.52,22358.89,49.06
Franklin India Flexi Cap Fund-Direct-Growth,11-Dec-2017,15000.0,24.597,609.8398,903.5355,17-Jun-2021,637.612,637.612,6540.92,0.0,203729.31,766.12,22224.26,48.16
Franklin India Flexi Cap Fund-Direct-Growth,10-Jan-2018,15000.0,23.693,633.0928,903.5355,17-Jun-2021,637.612,637.612,6300.53,0.0,210029.84,789.81,21407.47,42.72
Franklin India Flexi Cap Fund-Direct-Growth,12-Feb-2018,15000.0,24.284,617.6806,903.5355,17-Jun-2021,637.612,617.6806,6941.7,0.0,216971.54,814.1,21941.46,46.28
Franklin India Flexi Cap Fund-Direct-Growth,12-Mar-2018,15000.0,24.845,603.7439,903.5355,17-Jun-2021,637.612,603.7439,7448.32,0.0,224419.86,838.94,22448.34,49.66
Franklin India Flexi Cap Fund-Direct-Growth,10-May-2018,15000.0,24.485,612.6199,903.5355,17-Jun-2021,637.612,612.6199,7123.07,0.0,231542.93,863.43,22123.07,47.49
Franklin India Flexi Cap Fund-Direct-Growth,11-Jun-2018,15000.0,24.396,614.8475,903.5355,17-Jun-2021,637.612,614.8475,7042.83,0.0,238585.76,887.82,22042.65,46.95
Franklin India Flexi Cap Fund-Direct-Growth,10-Jul-2018,15000.0,24.36,615.765,903.5355,17-Jun-2021,637.612,615.765,7010.09,0.0,245595.85,912.18,22010.12,46.73
Franklin India Flexi Cap Fund-Direct-Growth,10-Aug-2018,15000.0,23.71,632.6519,903.5355,17-Jun-2021,637.612,632.6519,6422.65,0.0,252018.5,935.89,21422.83,42.82
Franklin India Flexi Cap Fund-Direct-Growth,10-Sep-2018,15000.0,23.254,645.0447,903.5355,17-Jun-2021,637.612,645.0447,6010.95,0.0,258029.45,959.15,21010.81,40.07
Franklin India Flexi Cap Fund-Direct-Growth,10-Oct-2018,15000.0,25.894,579.2935,903.5355,17-Jun-2021,637.612,579.2935,8395.92,0.0,266425.37,985.04,23396.15,55.97
Franklin India Flexi Cap Fund-Direct-Growth,12-Nov-2018,15000.0,25.56,586.8556,903.5355,17-Jun-2021,637.612,586.8556,8094.34,0.0,274519.71,1010.6,23094.37,53.96
Franklin India Flexi Cap Fund-Direct-Growth,10-Dec-2018,15000.0,26.032,576.2175,903.5355,17-Jun-2021,637.612,576.2175,8520.74,0.0,283040.45,1036.63,23520.84,56.81
Franklin India Flexi Cap Fund-Direct-Growth,10-Jan-2019,15000.0,24.785,605.1994,903.5355,17-Jun-2021,637.612,605.1994,7394.26,0.0,290434.71,1061.42,22394.13,49.29
Franklin India Flexi Cap Fund-Direct-Growth,11-Feb-2019,20000.0,33.819,591.3903,903.5355,17-Jun-2021,637.612,591.3903,10556.44,0.0,300991.15,1095.24,30556.67,52.78
Franklin India Flexi Cap Fund-Direct-Growth,11-Mar-2019,20000.0,32.317,618.8719,903.5355,17-Jun-2021,637.612,618.8719,9199.47,0.0,310190.62,1127.55,29199.56,46.0
Franklin India Flexi Cap Fund-Direct-Growth,10-Apr-2019,20000.0,31.386,637.2313,903.5355,17-Jun-2021,637.612,637.2313,8358.22,0.0,318548.84,1158.94,28358.37,41.79
Franklin India Flexi Cap Fund-Direct-Growth,10-May-2019,20000.0,32.61,613.3142,903.5355,17-Jun-2021,637.612,613.3142,9464.12,0.0,328012.96,1191.55,29464.29,47.32
Franklin India Flexi Cap Fund-Direct-Growth,10-Jun-2019,20000.0,31.607,632.7678,903.5355,17-Jun-2021,637.612,632.7678,8558.15,0.0,336571.12,1223.16,28558.05,42.79
Franklin India Flexi Cap Fund-Direct-Growth,10-Jul-2019,20000.0,32.847,608.8759,903.5355,17-Jun-2021,637.612,608.8759,9678.68,0.0,346249.8,1256.0,29678.43,48.39
Franklin India Flexi Cap Fund-Direct-Growth,13-Aug-2019,20000.0,34.963,572.0276,903.5355,17-Jun-2021,637.612,572.0276,11590.51,0.0,357840.31,1290.97,31590.31,57.95
Franklin India Flexi Cap Fund-Direct-Growth,11-Sep-2019,20000.0,34.183,585.0916,903.5355,17-Jun-2021,637.612,585.0916,10885.37,0.0,368725.68,1325.15,30885.55,54.43
Franklin India Flexi Cap Fund-Direct-Growth,10-Oct-2019,20000.0,33.878,590.3612,903.5355,17-Jun-2021,637.612,590.3612,10609.72,0.0,379335.4,1359.03,30609.98,53.05
Franklin India Flexi Cap Fund-Direct-Growth,11-Nov-2019,20000.0,32.364,617.9758,903.5355,17-Jun-2021,637.612,617.9758,9241.85,0.0,388577.25,1391.39,29242.02,46.21
Franklin India Flexi Cap Fund-Direct-Growth,10-Dec-2019,20000.0,32.53,614.8218,903.5355,17-Jun-2021,637.612,614.8218,9391.86,0.0,397969.11,1423.92,29392.01,46.96
Franklin India Flexi Cap Fund-Direct-Growth,10-Jan-2020,20000.0,31.273,639.5266,903.5355,17-Jun-2021,637.612,639.5266,8256.35,0.0,406225.46,1455.19,28256.27,41.28
Franklin India Flexi Cap Fund-Direct-Growth,10-Feb-2020,20000.0,31.292,639.1455,903.5355,17-Jun-2021,637.612,639.1455,8273.29,0.0,414498.75,1486.49,28273.43,41.37
Franklin India Flexi Cap Fund-Direct-Growth,11-Mar-2020,20000.0,35.969,556.0399,903.5355,17-Jun-2021,637.612,556.0399,12499.07,0.0,426997.82,1522.46,32499.27,62.5
Franklin India Flexi Cap Fund-Direct-Growth,13-Apr-2020,20000.0,41.818,478.2622,903.5355,17-Jun-2021,637.612,478.2622,17784.08,0.0,444781.9,1564.27,37784.05,88.92
Franklin India Flexi Cap Fund-Direct-Growth,11-May-2020,20000.0,41.894,477.3907,903.5355,17-Jun-2021,637.612,477.3907,17852.91,0.0,462634.81,1606.17,37852.72,89.26
Franklin India Flexi Cap Fund-Direct-Growth,10-Jun-2020,20000.0,37.015,540.322,903.5355,17-Jun-2021,637.612,540.322,13444.35,0.0,476079.16,1643.18,33444.37,67.22
Franklin India Smaller Companies Fund-Direct-Growth,25-Oct-2017,152000.0,2482.638,61.2252,83.3396,17-Jun-2021,65.59,65.59,44065.83,0.0,44065.83,2482.64,206902.06,36.12
Franklin India Smaller Companies Fund-Direct-Growth,26-Oct-2017,175000.0,2857.185,61.2491,83.3396,17-Jun-2021,65.59,65.59,50713.89,0.0,94779.72,5339.82,238116.66,36.07
Franklin India Smaller Companies Fund-Direct-Growth,27-Aug-2018,100000.0,1616.844,61.8489,83.3396,17-Jun-2021,65.59,61.8489,34747.11,0.0,129526.83,6956.67,134747.13,34.75
Franklin India Smaller Companies Fund-Direct-Growth,21-Jan-2019,15000.0,267.812,56.0094,83.3396,17-Jun-2021,65.59,56.0094,7319.36,0.0,136846.19,7224.48,22319.34,48.8
Franklin India Smaller Companies Fund-Direct-Growth,20-Feb-2019,15000.0,285.863,52.4727,83.3396,17-Jun-2021,65.59,52.4727,8823.7,0.0,145669.89,7510.34,23823.71,58.82
Franklin India Smaller Companies Fund-Direct-Growth,20-Mar-2019,15000.0,258.656,57.992,83.3396,17-Jun-2021,65.59,57.992,6556.31,0.0,152226.2,7769.0,21556.29,43.71
Franklin India Smaller Companies Fund-Direct-Growth,22-Apr-2019,15000.0,258.245,58.0843,83.3396,17-Jun-2021,65.59,58.0843,6522.05,0.0,158748.26,8027.24,21522.04,43.48
Franklin India Smaller Companies Fund-Direct-Growth,20-May-2019,15000.0,262.755,57.0874,83.3396,17-Jun-2021,65.59,57.0874,6897.9,0.0,165646.15,8290.0,21897.9,45.99
Franklin India Smaller Companies Fund-Direct-Growth,20-Jun-2019,15000.0,264.187,56.778,83.3396,17-Jun-2021,65.59,56.778,7017.23,0.0,172663.38,8554.18,22017.24,46.78
Franklin India Smaller Companies Fund-Direct-Growth,22-Jul-2019,15000.0,282.327,53.1299,83.3396,17-Jun-2021,65.59,53.1299,8529.01,0.0,181192.4,8836.51,23529.02,56.86
Franklin India Smaller Companies Fund-Direct-Growth,20-Aug-2019,15000.0,294.977,50.8515,83.3396,17-Jun-2021,65.59,50.8515,9583.24,0.0,190775.64,9131.49,24583.27,63.89
Franklin India Smaller Companies Fund-Direct-Growth,20-Sep-2019,15000.0,284.388,52.7449,83.3396,17-Jun-2021,65.59,52.7449,8700.77,0.0,199476.4,9415.88,23700.78,58.01
Franklin India Smaller Companies Fund-Direct-Growth,22-Oct-2019,15000.0,283.869,52.8412,83.3396,17-Jun-2021,65.59,52.8412,8657.55,0.0,208133.95,9699.75,23657.53,57.72
Franklin India Smaller Companies Fund-Direct-Growth,20-Nov-2019,15000.0,283.57,52.8969,83.3396,17-Jun-2021,65.59,52.8969,8632.64,0.0,216766.59,9983.32,23632.61,57.55
Franklin India Smaller Companies Fund-Direct-Growth,20-Dec-2019,15000.0,283.611,52.8893,83.3396,17-Jun-2021,65.59,52.8893,8636.04,0.0,225402.63,10266.93,23636.03,57.57
Franklin India Smaller Companies Fund-Direct-Growth,20-Jan-2020,15000.0,265.133,56.5753,83.3396,17-Jun-2021,65.59,56.5753,7096.1,0.0,232498.73,10532.06,22096.08,47.31
